lambda2,lambda3,DW,DW_var,IMP,IMP_var,SF,SF_var,AW,AW_var,SWF,SWF_var
0,0.0,0.7139999999999999,0.0023413976290119643,0.14264187,0.0016016827,-0.048728678324713004,0.00046856679935763484,-0.2262596830949187,1.0755871997674592e-06,0.09391319384287428,0.0020702495424152435
0,0.5,0.7156428571428571,0.0025594961238812716,0.12853394,0.0029433663,-0.03366390428838038,0.001051325514493559,-0.1610774861669966,1.1467375160124295e-06,0.09487004019919135,0.003994691814808224
0,1.0,0.6494285714285715,0.00499591670001305,0.12526736,0.0063541834,-0.02176950437882,0.0012790000240975952,-0.13102812239421263,1.2978499053130415e-06,0.10349785225532002,0.007633183448361788
0,1.5,0.6062500000000001,0.009967805317979644,0.119276285,0.010911128,-0.014616436978331227,0.0009987055001553615,-0.11337923216394016,3.039144741138788e-06,0.10465984819317756,0.01190983305254546
0,2.0,0.5738214285714286,0.016157547045594894,0.110728875,0.0144559955,-0.010579025404510113,0.0007191610479258232,-0.10131601496253695,6.668171203547587e-06,0.1001498493980793,0.015175156570365302
